index	selection_bucket	source_kind	source_split	source_partition	class_ids	source_image	output_image	source_sha256	source_width	source_height	scale	pad_left	pad_top
256	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0233561197917-90_265-217&436_504&518-502&518_222&515_217&437_504&436-0_0_3_24_31_28_31_32-76-68.jpg	finetune_quant_dataset/quant_0256.jpg	CD503C383C5A9C1DC93880DE83C3FEB856D7F8587A1152DA49AEED8C226D3D68	720	1160	0.551724137931	121	0
257	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1768.jpg	finetune_quant_dataset/quant_0257.jpg	8F461076901484CBE55CF72E89D9BDCEC9D17B7A5507CFF4294FAC4068C43895	1920	1080	0.333333333333	0	140
258	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0294.jpg	finetune_quant_dataset/quant_0258.jpg	F555EA5AF51359BE07AA03BFA5C47599EED40896204F6B6F16272E763432B34B	1600	1200	0.4	0	80
259	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0214127604167-88_260-199&447_452&532-441&520_199&532_208&459_452&447-0_0_3_24_26_28_27_33-116-31.jpg	finetune_quant_dataset/quant_0259.jpg	B7B9CFACAD96139141D9C49238F08C21111153235DDAC4793B6A4DB98F56D404	720	1160	0.551724137931	121	0
260	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_56_0440.jpg	finetune_quant_dataset/quant_0260.jpg	0C127FA87D78F99774018BF8FF2A3A23B5E816770D046558D30F35A6AC222734	1920	1080	0.333333333333	0	140
261	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_54_0902.jpg	finetune_quant_dataset/quant_0261.jpg	BCC42761D2224E93C7464DF9F48CDD74E05F0061BDD5135FD9E064D00CD82F80	1600	1200	0.4	0	80
262	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0155620659722-92_260-276&465_478&542-478&542_283&527_276&465_467&473-0_0_3_24_30_31_30_31-102-73.jpg	finetune_quant_dataset/quant_0262.jpg	0A0475FEDAB157A46F652159C29DD4D3DDFB11B8859ACB45780B9BCE5B822B26	720	1160	0.551724137931	121	0
263	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_30270703125-91_98-195&400_519&484-519&484_209&478_195&400_511&402-0_0_3_25_25_26_26_27-135-228.jpg	finetune_quant_dataset/quant_0263.jpg	4798856C354E414AF5DE0A91871F353E4DBD5E2E7E5172BDF1CF933EBAB078D6	720	1160	0.551724137931	121	0
264	blue	old	train	train	0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_54_0251.jpg	finetune_quant_dataset/quant_0264.jpg	F27957CC71DB1823708BD3551A5C6A13057635A74E4C5B646BBA5259C0FC44F3	1920	1080	0.333333333333	0	140
265	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_302216145833333333-90_91-224&431_500&512-500&512_224&512_226&431_499&431-0_0_3_24_31_31_29_33-78-235.jpg	finetune_quant_dataset/quant_0265.jpg	7C1A71B55C4097FD1600DB3B22708452174C0A2B5712E6C0DB1E974C003398EC	720	1160	0.551724137931	121	0
266	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1178.jpg	finetune_quant_dataset/quant_0266.jpg	3D03E1EA28CBD75BD3FE2B3D57B6F6F5C9E9FC98EACD471B9354D650FE6F5767	1920	1080	0.333333333333	0	140
267	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_49_1021.jpg	finetune_quant_dataset/quant_0267.jpg	4BF70713B8E0F9BB606AC48B475132B5BD72911943DA68949AD0C6DA6C8680F2	1600	1200	0.4	0	80
268	other_all	old	train	train	0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1750.jpg	finetune_quant_dataset/quant_0268.jpg	4D7FC0DA36F704BCAF376E4D12117CBBC54A581F2E5588E1C40C2F4DF0315F32	1920	1080	0.333333333333	0	140
269	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_51_0755.jpg	finetune_quant_dataset/quant_0269.jpg	6C296BE012A83FD1C660274CA8291617D463AB0F629BC477796E18F1D783BE6D	1920	1080	0.333333333333	0	140
270	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_tilt_0454-26_15-213&446_415&634-415&543_231&634_213&537_397&446-0_0_10_25_24_26_3-153-84.jpg	finetune_quant_dataset/quant_0270.jpg	A4E5BB73416FC7913E0AAD7E62B0CE534A2B643CDD53ACAE61529D8B52996A6C	720	1160	0.551724137931	121	0
271	blue	old	train	train	0,0,0,0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0385.jpg	finetune_quant_dataset/quant_0271.jpg	BF2865FC1D4C998B3534AF2A19ABAE5C753AA68D2E22736E50EE40D207A8E2F2	1920	1080	0.333333333333	0	140
272	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0609.jpg	finetune_quant_dataset/quant_0272.jpg	D66AD267407CA9270AA7954AABBAD8154E5F4C51ED25C6D8F8778046929B4C1D	1920	1080	0.333333333333	0	140
273	blue	old	train	train	0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_57_0987.jpg	finetune_quant_dataset/quant_0273.jpg	EA497FBE76045085CCF06937B4384F03D5049F0ACFF07E405FCF96D23BB359EE	1920	1080	0.333333333333	0	140
274	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0118.jpg	finetune_quant_dataset/quant_0274.jpg	95C2118840CE0B030252C5B973B7304CD2F4CDEEFDE9451AD1E23587A9B4DAA3	1920	1080	0.333333333333	0	140
275	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤C4054警.jpg	finetune_quant_dataset/quant_0275.jpg	1EDCB0D04589ED0EFC21DE37F80C13947C434F097DC9DCBB4CAA51B422E50D9C	1600	1200	0.4	0	80
276	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_42_1068.jpg	finetune_quant_dataset/quant_0276.jpg	D24AE0908AC3E8239DA226313E5B1CD7F3E07C41F896AF9B5162A3D6B568D6FF	1920	1080	0.333333333333	0	140
277	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0187.jpg	finetune_quant_dataset/quant_0277.jpg	C9615D764C5BBCB59FE6ED2A187CA1492F6934FF47120DB44D3EE92F1678937A	1920	1080	0.333333333333	0	140
278	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_tilt_0522-14_22-261&437_534&597-534&597_275&531_261&437_520&503-2_12_6_18_33_32_31-91-43.jpg	finetune_quant_dataset/quant_0278.jpg	934BD646DAB114FFDEC5FC2BA097A5E9AAC251D4EA971D0E6087F59751973C2C	720	1160	0.551724137931	121	0
279	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤A9791警.jpg	finetune_quant_dataset/quant_0279.jpg	C8D03BAD65E922DE3A83A01B2A526FD9CEC5C4C1086DC4BBA7AAE2C26135C4B8	1600	1200	0.4	0	80
280	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_51_0253.jpg	finetune_quant_dataset/quant_0280.jpg	F0C9256538745B762C93F51F6FE2339AFD00A3B2339D9F90E17A17404CBE6B9E	1920	1080	0.333333333333	0	140
281	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0257-7_9-328&435_533&540-530&514_328&540_331&461_533&435-0_0_21_29_26_33_2-37-67.jpg	finetune_quant_dataset/quant_0281.jpg	5FEBFC7BCFA85F3C88BC9A7B46CCC039F3C61190CA72495E252DE14435B5FD9E	720	1160	0.551724137931	121	0
282	blue	old	train	train	0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0238.jpg	finetune_quant_dataset/quant_0282.jpg	BB12D49758D10AF98710EC096E72F8A43B66059B1C0EA77E509E752E7A9B4535	1920	1080	0.333333333333	0	140
283	other_all	special	train	香港出入境车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\香港出入境车牌\粤Z9303港.jpg	finetune_quant_dataset/quant_0283.jpg	797339F6680FFD0B892FA353462B6EA9128B41EDB786E718D61984E0B167E3A8	1600	1200	0.4	0	80
284	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_60_0145.jpg	finetune_quant_dataset/quant_0284.jpg	7F09D152B17F12E183F7F0D7FDC1C89ED4A60DE92F55CFA5FA139B92CB1E0A64	1600	1200	0.4	0	80
285	other_all	special	train	教练车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\教练车牌\粤C1819学.jpg	finetune_quant_dataset/quant_0285.jpg	483767E8F9B69015FDA0610BA60DE23D55281DE59E5C806DACB38083291F56C7	1600	1200	0.4	0	80
286	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_1524.jpg	finetune_quant_dataset/quant_0286.jpg	A16AF4698EA308C8A31F04005C548FE3423FEBF35A668662F16C20B9FA58A810	1920	1080	0.333333333333	0	140
287	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0211588541667-92_268-249&419_509&501-506&501_249&495_253&419_509&430-0_0_3_24_33_32_33_29-101-78.jpg	finetune_quant_dataset/quant_0287.jpg	72A8BAC3F396353ECAD8681E8C5C08B2707BE5FE01C69B2C06505C277D7CF794	720	1160	0.551724137931	121	0
288	other_all	special	train	澳门出入境车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\澳门出入境车牌\粤ZTT92澳.jpg	finetune_quant_dataset/quant_0288.jpg	227308DAE546C75BF3FE16E42883D533A7EA57C65D9697D16C5A7A12A57F17CC	1600	1200	0.4	0	80
289	blue	old	train	train	0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_1231.jpg	finetune_quant_dataset/quant_0289.jpg	08AB26AACECF70A2B7B5262803B523F2C7CD7E30058B8004B3D91A4544AF7594	1920	1080	0.333333333333	0	140
290	other_all	old	val	val	0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\val\crpd_48_0866.jpg	finetune_quant_dataset/quant_0290.jpg	1CBEC0DC53F93AA7564DA5AD9CCF7A32B19D91869B987B352CA1E8C31051818C	1920	1080	0.333333333333	0	140
291	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0399-1_5-199&446_482&564-475&557_199&564_206&453_482&446-0_0_27_27_26_24_27-60-141.jpg	finetune_quant_dataset/quant_0291.jpg	E4837F38D6A1330314539381C4A973B2BCEDCCEA6CFB872E2F4076C298C734B1	720	1160	0.551724137931	121	0
292	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_57_0587.jpg	finetune_quant_dataset/quant_0292.jpg	1A9EF61FD4868D258B8692254247F52FC9522E2FC83E318A7A17E63E513E26F3	1920	1080	0.333333333333	0	140
293	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0213.jpg	finetune_quant_dataset/quant_0293.jpg	6D85E126E99081B8426BD50AE8DC4D8FDF4EBFAA489D050E9C31BB3AC6C1371B	1920	1080	0.333333333333	0	140
294	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_05441623263888889-91_265-152&443_577&572-575&572_158&559_152&443_577&454-0_0_3_24_30_32_24_33-116-104.jpg	finetune_quant_dataset/quant_0294.jpg	CB2E3FA8D82DF461FB96C1A4AA5A7886C35BE993E8B09464B78DCBB9246B7E57	720	1160	0.551724137931	121	0
295	other_all	special	train	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤S9339警.jpg	finetune_quant_dataset/quant_0295.jpg	2FEAD0B3196208A4E6CA5DA5008EF1F1CFEB3E85603AA16F953E4E56A16DE961	1600	1200	0.4	0	80
296	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1656.jpg	finetune_quant_dataset/quant_0296.jpg	6F5D47AC7A3F899F4DBADAE8A904E08D462A61FE49636F7FBD45ECC6725FC620	1920	1080	0.333333333333	0	140
297	blue	old	train	train	0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_1602.jpg	finetune_quant_dataset/quant_0297.jpg	869355EA2C94C06646FA593B8CB738F3E73471A2D6C641A1F9FDE6E1AB04451D	2592	1936	0.246913580247	0	81
298	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_base_0318857758621-95_78-218&485_503&601-498&605_212&568_202&474_488&511-0_0_8_31_31_25_0-127-26.jpg	finetune_quant_dataset/quant_0298.jpg	000F19B0DD68174D6DE27703B9D46D2BCF908C7C9D07BE1C0DC408F9E9B1CBE0	720	1160	0.551724137931	121	0
299	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_54_0304.jpg	finetune_quant_dataset/quant_0299.jpg	3CD612D2C6ED1D3467F5993644F29C927F21E54712082FA8B320B166BB6459E2	1600	1200	0.4	0	80
300	other_all	special	val	澳门出入境车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\澳门出入境车牌\粤Z3667澳.jpg	finetune_quant_dataset/quant_0300.jpg	90A26B0A72B202467F237CDA3444321422ABAA7FCCAD7D9A05BB27EE4660AC52	1600	1200	0.4	0	80
301	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_60_0929.jpg	finetune_quant_dataset/quant_0301.jpg	5D0FC1925B0CFA5936B5125CFB79BCB3CA69D6B7DABEBD1CECA3B3A61AB90C73	1920	1080	0.333333333333	0	140
302	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0227256944444-91_90-236&428_508&513-506&513_236&508_236&428_508&435-0_0_3_24_31_24_33_30-115-100.jpg	finetune_quant_dataset/quant_0302.jpg	1E62C0FF5A1E2027B0177A4B6BFBC2C34E51BB868AC10C064E138D8AE047DEAC	720	1160	0.551724137931	121	0
303	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0519.jpg	finetune_quant_dataset/quant_0303.jpg	B6E02FBC0507880F1D44BCF7920B36955B7D46D855AB9288CC93CDC30BF642E8	1920	1080	0.333333333333	0	140
304	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_1 (462).jpg	finetune_quant_dataset/quant_0304.jpg	DB6B95BB01F597C7AAF17EDBEF2F0ADF8A69D66C13B424B2BE28F9FA9F56BB86	1628	1236	0.39312039312	0	77
305	yellow_single	old	train	train	0,0,2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_2323.jpg	finetune_quant_dataset/quant_0305.jpg	70D25AFCFB22B89131E9D2319793DDC7E66ED05CA5B6FA30E268DF9EF7416FF3	1920	1080	0.333333333333	0	140
306	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_39_0060.jpg	finetune_quant_dataset/quant_0306.jpg	49AA93646EC2906E56B077BB164E6904B0501C8D69A066EC554A59F8A631B8AB	1920	1080	0.333333333333	0	140
307	blue	old	train	train	0,0,0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_61_0616.jpg	finetune_quant_dataset/quant_0307.jpg	8CB96675BDC1E18E7D8273E27C90A8795D1D202BF6D41FCC24585CA31C0F646C	1920	1080	0.333333333333	0	140
308	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0125651041667-88_268-279&397_472&462-472&456_282&462_279&407_471&397-0_0_3_24_30_32_24_33-85-24.jpg	finetune_quant_dataset/quant_0308.jpg	0A466D4E950CE6777010CBBD74ECD654BF7D90FAC644F2C124FBE6AEC9E4529D	720	1160	0.551724137931	121	0
309	other_all	old	train	train	0,0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_65_0362.jpg	finetune_quant_dataset/quant_0309.jpg	6CBD81F82469DB0CB2022050F9954C98B953ECA5C5F75B32E69168C48BCF4938	1920	1080	0.333333333333	0	140
310	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_43_1001.jpg	finetune_quant_dataset/quant_0310.jpg	389E64439021986A43E8B9D927087C0343346F0F2A3EC85643FD7B228F2CE4FE	1600	1200	0.4	0	80
311	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0467.jpg	finetune_quant_dataset/quant_0311.jpg	DD5A713C34F85F78FADF625630EC18AAA584347DA94A8199CAC611BBC38B75B6	1920	1080	0.333333333333	0	140
312	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_1 (596).jpg	finetune_quant_dataset/quant_0312.jpg	634088E132BC8B071CE84D1C4F7CF405A8B63C8C1A0B22967B992C84CA5B9F60	1628	1236	0.39312039312	0	77
313	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0212434895833-92_269-273&410_524&495-524&495_273&483_276&410_524&420-0_0_3_24_24_33_25_29-124-78.jpg	finetune_quant_dataset/quant_0313.jpg	010A94572E706F58231ACB9446D95AF5BE93CAA7423DBC32B39635581EFC953D	720	1160	0.551724137931	121	0
314	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_55_0245.jpg	finetune_quant_dataset/quant_0314.jpg	3D3105B15F1FA692ECD74224CA1D635F27FFE096780451092B73BD84772C1B2E	1920	1080	0.333333333333	0	140
315	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0215451388889-90_266-207&455_479&535-478&532_211&535_207&457_479&455-0_0_3_24_33_33_33_26-137-528.jpg	finetune_quant_dataset/quant_0315.jpg	D14FFEE78E86EC9F42AFD15CDAEFA3ED766D7BB3519411CBE8FA3B440735D1DA	720	1160	0.551724137931	121	0
316	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_02015625-91_93-236&509_494&588-494&588_241&581_236&509_492&517-0_0_3_25_30_27_27_27-172-222.jpg	finetune_quant_dataset/quant_0316.jpg	D7778717745E702E224520E9D597343AA7C21D213EDCEFD34E6AD9B71D0DBBF6	720	1160	0.551724137931	121	0
317	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_45_1292.jpg	finetune_quant_dataset/quant_0317.jpg	F91887C7F665D5D5F73008727A0A070495C0F8CB578AF568F804FD0661D17297	1920	1080	0.333333333333	0	140
318	other_all	old	train	train	0,3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0047.jpg	finetune_quant_dataset/quant_0318.jpg	3E7C1277C993DC687D8A5260E517462A4DDE3A68EAFA07F1703136EF44B21E61	1920	1080	0.333333333333	0	140
319	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0647.jpg	finetune_quant_dataset/quant_0319.jpg	AF69888415FD4C703D33972D0B457430A8A8C9665A55562AF35E3602C1179BD9	1600	1200	0.4	0	80
320	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_01361111111111111-90_90-244&519_468&581-463&581_244&578_244&519_468&519-0_0_3_25_30_30_30_25-217-24.jpg	finetune_quant_dataset/quant_0320.jpg	1488E80B28588F7B96E619A7B1DF4C8B46E131570A1F58B0B8F341443426C67D	720	1160	0.551724137931	121	0
321	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0372-3_3-158&457_460&560-460&560_158&544_158&457_460&473-0_0_0_31_25_32_22-59-27.jpg	finetune_quant_dataset/quant_0321.jpg	2BD164AD696ECE5CA7FF1FCE50966CAD25A8BC83D289D26F26DBCF6C899B3E9B	720	1160	0.551724137931	121	0
322	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_1753.jpg	finetune_quant_dataset/quant_0322.jpg	EC2893BBBB33F50EF33AA7A59E483E1504BA4AB70EDD2166FF720F460A641F71	1920	1080	0.333333333333	0	140
323	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0240234375-90_258-179&393_449&483-449&483_194&473_179&393_436&398-0_0_3_24_33_32_32_27-107-103.jpg	finetune_quant_dataset/quant_0323.jpg	56F179F2A3BF7BD0951EAD653415402DFEFEBA13082870D6570A26FA3BE9B674	720	1160	0.551724137931	121	0
324	other_all	special	test	警用车牌	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\特殊车牌\image\警用车牌\粤C0550警.jpg	finetune_quant_dataset/quant_0324.jpg	470A9A20580FDFE315281BA7BCFED4F5948FA639EEF895943B7B02CB7B9267F1	1600	1200	0.4	0	80
325	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_302894965277777778-88_89-211&431_501&531-501&520_218&531_211&431_500&442-0_0_3_27_29_27_26_26-77-7.jpg	finetune_quant_dataset/quant_0325.jpg	D1CED7A7901B61F163287A5CB03A11AB836547BA5488CCADB6D07C85D99024EB	720	1160	0.551724137931	121	0
326	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_62_0897.jpg	finetune_quant_dataset/quant_0326.jpg	DF989D89A65088BA9E78C836224AB0312A44954ADC013F5D6F746C2DF48FF4F8	1920	1080	0.333333333333	0	140
327	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_023125-91_96-190&455_478&536-478&536_197&530_190&455_472&456-0_0_3_26_30_25_30_25-69-36.jpg	finetune_quant_dataset/quant_0327.jpg	1FF2360B8FAD2589DBFA6E3C163EB854FE28CA82C193A36D562DC2C66E5C8435	720	1160	0.551724137931	121	0
328	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_1 (435).jpg	finetune_quant_dataset/quant_0328.jpg	27A22834F1D7219030FA2610F538DA23EF0510680AB583366E53E7645FAB6DBC	1628	1236	0.39312039312	0	77
329	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_66_0591.jpg	finetune_quant_dataset/quant_0329.jpg	2E6701F0A56881F1D2F366C15F40EA71AF0DD3CEEFD0442556F03DFB37237EDA	1600	1200	0.4	0	80
330	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_0297135416667-90_262-151&436_477&528-477&528_161&519_151&436_472&439-0_0_3_24_25_24_25_28-102-150.jpg	finetune_quant_dataset/quant_0330.jpg	546B91B8608E68EAF9658D4D94E3107DF3DBB9828BE5278C730825853E85EFF9	720	1160	0.551724137931	121	0
331	green	old	train	train	1	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_green_train_301572265625-90_100-225&449_455&518-455&517_235&518_225&458_445&449-0_0_3_24_30_27_31_30-122-66.jpg	finetune_quant_dataset/quant_0331.jpg	01CC9AEC9723D3FA17B4069AA25B83208B3FF5709B61EB7D00A731A8BF2F6B35	720	1160	0.551724137931	121	0
332	blue	old	train	train	0	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\ccpd_blue_ccpd_weather_0212-0_3-201&573_426&652-426&651_206&652_201&574_421&573-0_0_3_24_12_32_31-96-41.jpg	finetune_quant_dataset/quant_0332.jpg	F8BE965FC0FAB089275F4BF372EDFA866156134ADE2E14DFF1721229CD930166	720	1160	0.551724137931	121	0
333	yellow_single	old	train	train	2	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_36_0947.jpg	finetune_quant_dataset/quant_0333.jpg	0C4BAD17B905B579BDED1AAA095494B5EE16552CFB2BB756A0A34768BE439981	1920	1080	0.333333333333	0	140
334	other_all	old	train	train	3	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_format\images\train\crpd_54_0018.jpg	finetune_quant_dataset/quant_0334.jpg	D6E30E78AE9ECC2129CCEBBFDBACF209CB587D6FF1A5092EE7ABD5ADBF30E332	1600	1200	0.4	0	80
