quant_image	subset	resized_width	source	label
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_087.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000494728.jpg	粤YVF5R港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_088.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000000302.jpg	沪F9TQN学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_089.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000107301.jpg	甘99581领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_090.png	警	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/警/train/crpd_white_single_train_57_0253_0_7eb48648.jpg	川AB660警
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_091.png	basic	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/basic/train/000404509.jpg	鄂UP4G22
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_092.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000482712.jpg	粤DUJ3X港
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_093.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000395951.jpg	云19868领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_094.png	使	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/使/train/000452666.jpg	263925使
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_095.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000099866.jpg	甘47504领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_096.png	学	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/学/train/000437368.jpg	浙NGDAL学
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_097.png	澳	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/澳/train/000129276.jpg	粤JS2L4澳
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_098.png	领	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/领/train/000149308.jpg	粤27995领
/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/2_Model_Conversion_PC_Simulation/PPOCR/model/quant_images/quant_099.png	港	128	/mnt/hgfs/Yolo_LPR_RK3568_FPGA_Project/1_PC_Training/datasets/CBLPRD-330k/CBLPRD/special/港/train/000417578.jpg	粤MBPRL港
