selection_index	primary_class_id	primary_class	class_ids	classes	source_kind	source_partition	source_image	dataset_image	calibration_hardlink	label_path	box_count	short_side_640	tilt_deg	size_quartile	angle_bin
209	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\008684895833333333-90_268-268&462_406&526-406&511_269&526_268&465_403&462-0_0_3_25_32_33_32_33-166-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_008684895833333333-90_268-268&462_406&526-406&511_269&526_268&465_403&462-0_0_3_25_32_33_32_33-166-5.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0209.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_008684895833333333-90_268-268&462_406&526-406&511_269&526_268&465_403&462-0_0_3_25_32_33_32_33-166-5.txt	1	27.084870	6.248348	0	5-15
210	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\00925347222222-90_94-243&474_407&531-407&529_243&531_245&476_404&474-0_0_3_17_24_33_24_27-145-54.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_00925347222222-90_94-243&474_407&531-407&529_243&531_245&476_404&474-0_0_3_17_24_33_24_27-145-54.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0210.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_00925347222222-90_94-243&474_407&531-407&529_243&531_245&476_404&474-0_0_3_17_24_33_24_27-145-54.txt	1	30.365019	0.699043	0	0-5
211	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\00930989583333-87_266-272&399_437&456-437&442_277&456_272&409_432&399-0_0_3_24_24_29_25_32-122-261.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_00930989583333-87_266-272&399_437&456-437&442_277&456_272&409_432&399-0_0_3_24_24_29_25_32-122-261.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0211.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_00930989583333-87_266-272&399_437&456-437&442_277&456_272&409_432&399-0_0_3_24_24_29_25_32-122-261.txt	1	23.883350	5.000664	0	5-15
212	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\00959743923611-85_98-283&469_428&536-426&520_283&536_288&479_428&469-0_0_3_24_33_29_26_30-110-76.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_00959743923611-85_98-283&469_428&536-426&520_283&536_288&479_428&469-0_0_3_24_33_29_26_30-110-76.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0212.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_00959743923611-85_98-283&469_428&536-426&520_283&536_288&479_428&469-0_0_3_24_33_29_26_30-110-76.txt	1	28.159856	6.384120	0	5-15
213	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\00963541666667-95_103-292&470_440&536-440&536_298&520_292&470_433&481-0_0_3_24_33_26_32_30-131-50.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_00963541666667-95_103-292&470_440&536-440&536_298&520_292&470_433&481-0_0_3_24_33_26_32_30-131-50.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0213.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_00963541666667-95_103-292&470_440&536-440&536_298&520_292&470_433&481-0_0_3_24_33_26_32_30-131-50.txt	1	27.784452	6.428707	0	5-15
214	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\00993055555556-90_268-334&434_510&491-510&491_335&491_334&434_506&436-0_0_3_25_24_26_24_32-159-79.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_00993055555556-90_268-334&434_510&491-510&491_335&491_334&434_506&436-0_0_3_25_24_26_24_32-159-79.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0214.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_00993055555556-90_268-334&434_510&491-510&491_335&491_334&434_506&436-0_0_3_25_24_26_24_32-159-79.txt	1	30.425089	0.000000	0	0-5
215	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0103515625-94_272-241&457_400&523-400&523_241&508_242&457_395&469-0_0_3_24_30_29_33_32-151-58.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0103515625-94_272-241&457_400&523-400&523_241&508_242&457_395&469-0_0_3_24_30_29_33_32-151-58.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0215.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0103515625-94_272-241&457_400&523-400&523_241&508_242&457_395&469-0_0_3_24_30_29_33_32-151-58.txt	1	28.143009	5.389281	0	5-15
216	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\010869140625-90_265-296&468_485&526-485&525_296&526_300&468_483&469-0_0_3_24_24_32_24_32-155-38.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_010869140625-90_265-296&468_485&526-485&525_296&526_300&468_483&469-0_0_3_24_24_32_24_32-155-38.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0216.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_010869140625-90_265-296&468_485&526-485&525_296&526_300&468_483&469-0_0_3_24_24_32_24_32-155-38.txt	1	30.916341	0.303125	0	0-5
217	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\011067708333333334-88_261-259&446_429&512-429&496_259&512_265&453_427&446-0_0_3_24_31_25_25_31-132-121.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_011067708333333334-88_261-259&446_429&512-429&496_259&512_265&453_427&446-0_0_3_24_31_25_25_31-132-121.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0217.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_011067708333333334-88_261-259&446_429&512-429&496_259&512_265&453_427&446-0_0_3_24_31_25_25_31-132-121.txt	1	27.607968	5.376668	0	5-15
218	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0112141927083-90_267-271&447_466&505-466&503_271&505_273&447_466&447-0_0_3_24_29_32_30_33-69-19.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0112141927083-90_267-271&447_466&505-466&503_271&505_273&447_466&447-0_0_3_24_29_32_30_33-69-19.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0218.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0112141927083-90_267-271&447_466&505-466&503_271&505_273&447_466&447-0_0_3_24_29_32_30_33-69-19.txt	1	30.896640	0.587582	0	0-5
219	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\011369357638888888-87_266-291&454_460&522-460&507_297&522_291&465_451&454-0_0_3_24_27_33_33_33-161-84.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_011369357638888888-87_266-291&454_460&522-460&507_297&522_291&465_451&454-0_0_3_24_27_33_33_33-161-84.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0219.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_011369357638888888-87_266-291&454_460&522-460&507_297&522_291&465_451&454-0_0_3_24_27_33_33_33-161-84.txt	1	29.660201	5.257793	0	5-15
220	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0113693576389-87_90-300&496_469&564-469&552_300&564_300&503_467&496-0_0_3_24_31_30_31_31-160-54.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0113693576389-87_90-300&496_469&564-469&552_300&564_300&503_467&496-0_0_3_24_31_30_31_31-160-54.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0220.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0113693576389-87_90-300&496_469&564-469&552_300&564_300&503_467&496-0_0_3_24_31_30_31_31-160-54.txt	1	30.916341	4.061594	0	0-5
221	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0115592447917-87_265-356&442_515&515-515&501_356&515_357&453_510&442-0_0_3_24_32_32_33_32-107-38.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0115592447917-87_265-356&442_515&515-515&501_356&515_357&453_510&442-0_0_3_24_32_32_33_32-107-38.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0221.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0115592447917-87_265-356&442_515&515-515&501_356&515_357&453_510&442-0_0_3_24_32_32_33_32-107-38.txt	1	32.669018	5.031933	0	5-15
222	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\01171875-91_268-218&425_398&491-398&490_219&491_218&425_398&430-0_9_3_24_31_33_33_33-131-40.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_01171875-91_268-218&425_398&491-398&490_219&491_218&425_398&430-0_9_3_24_31_33_33_33-131-40.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0222.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_01171875-91_268-218&425_398&491-398&490_219&491_218&425_398&430-0_9_3_24_31_33_33_33-131-40.txt	1	33.103360	1.591382	0	0-5
223	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0118359375-90_266-231&493_433&552-433&552_231&550_234&496_432&493-0_0_3_24_28_29_30_30-100-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0118359375-90_266-231&493_433&552-433&552_231&550_234&496_432&493-0_0_3_24_28_29_30_30-100-4.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0223.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0118359375-90_266-231&493_433&552-433&552_231&550_234&496_432&493-0_0_3_24_28_29_30_30-100-4.txt	1	29.839229	0.567220	0	0-5
224	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\011875-89_267-266&350_458&412-458&408_266&412_267&355_457&350-0_0_3_24_31_29_32_32-100-36.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_011875-89_267-266&350_458&412-458&408_266&412_267&355_457&350-0_0_3_24_31_29_32_32-100-36.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0224.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_011875-89_267-266&350_458&412-458&408_266&412_267&355_457&350-0_0_3_24_31_29_32_32-100-36.txt	1	31.453160	1.193392	0	0-5
225	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0119097222222-90_268-283&435_479&496-479&496_284&496_283&435_476&438-0_0_3_24_30_31_29_29-118-125.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0119097222222-90_268-283&435_479&496-479&496_284&496_283&435_476&438-0_0_3_24_30_31_29_29-118-125.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0225.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0119097222222-90_268-283&435_479&496-479&496_284&496_283&435_476&438-0_0_3_24_30_31_29_29-118-125.txt	1	32.042784	0.000000	0	0-5
226	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\012099609375-92_268-270&432_447&501-445&501_270&485_273&432_447&442-0_0_3_26_28_31_33_26-101-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_012099609375-92_268-270&432_447&501-445&501_270&485_273&432_447&442-0_0_3_26_28_31_33_26-101-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0226.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_012099609375-92_268-270&432_447&501-445&501_270&485_273&432_447&442-0_0_3_26_28_31_33_26-101-34.txt	1	29.287775	5.224276	0	5-15
227	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0125173611111-90_265-222&421_428&482-428&482_222&480_226&421_425&423-0_0_3_24_24_25_27_29-182-42.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0125173611111-90_265-222&421_428&482-428&482_222&480_226&421_425&423-0_0_3_24_24_25_27_29-182-42.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0227.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0125173611111-90_265-222&421_428&482-428&482_222&480_226&421_425&423-0_0_3_24_24_25_27_29-182-42.txt	1	32.593720	0.556208	0	0-5
228	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\012565104166666667-89_263-293&443_486&508-486&500_300&508_293&449_478&443-0_0_3_26_33_30_33_24-105-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_012565104166666667-89_263-293&443_486&508-486&500_300&508_293&449_478&443-0_0_3_26_33_30_33_24-105-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0228.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_012565104166666667-89_263-293&443_486&508-486&500_300&508_293&449_478&443-0_0_3_26_33_30_33_24-105-34.txt	1	31.755909	2.462980	0	0-5
229	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\01259765625-90_265-270&391_485&450-485&450_274&448_270&392_479&391-0_0_3_24_31_29_26_24-176-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_01259765625-90_265-270&391_485&450-485&450_274&448_270&392_479&391-0_0_3_24_31_29_26_24-176-34.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0229.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_01259765625-90_265-270&391_485&450-485&450_274&448_270&392_479&391-0_0_3_24_31_29_26_24-176-34.txt	1	30.975370	0.543029	0	0-5
230	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0126171875-91_258-248&459_452&522-452&522_257&513_248&459_440&465-0_0_3_26_28_32_29_32-138-85.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0126171875-91_258-248&459_452&522-452&522_257&513_248&459_440&465-0_0_3_26_28_32_29_32-138-85.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0230.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0126171875-91_258-248&459_452&522-452&522_257&513_248&459_440&465-0_0_3_26_28_32_29_32-138-85.txt	1	30.203605	2.642668	0	0-5
231	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0129644097222-90_267-231&433_437&496-435&494_233&496_231&435_437&433-0_0_3_25_33_29_27_29-101-50.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0129644097222-90_267-231&433_437&496-435&494_233&496_231&435_437&433-0_0_3_25_33_29_27_29-101-50.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0231.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0129644097222-90_267-231&433_437&496-435&494_233&496_231&435_437&433-0_0_3_25_33_29_27_29-101-50.txt	1	33.673114	0.556208	0	0-5
232	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0131586371528-94_102-254&507_435&581-435&581_262&565_254&507_427&516-10_0_3_24_32_32_26_25-106-81.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0131586371528-94_102-254&507_435&581-435&581_262&565_254&507_427&516-10_0_3_24_32_32_26_25-106-81.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0232.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0131586371528-94_102-254&507_435&581-435&581_262&565_254&507_427&516-10_0_3_24_32_32_26_25-106-81.txt	1	32.302959	5.283956	0	5-15
233	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0132530381944-87_263-272&381_469&449-469&448_280&449_272&395_468&381-0_0_3_25_27_32_32_32-153-136.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0132530381944-87_263-272&381_469&449-469&448_280&449_272&395_468&381-0_0_3_25_27_32_32_32-153-136.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0233.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0132530381944-87_263-272&381_469&449-469&448_280&449_272&395_468&381-0_0_3_25_27_32_32_32-153-136.txt	1	30.118445	4.085632	0	0-5
234	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0134114583333-89_259-291&443_497&508-497&508_302&507_291&448_495&443-0_0_3_25_26_27_30_30-104-56.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0134114583333-89_259-291&443_497&508-497&508_302&507_291&448_495&443-0_0_3_25_26_27_30_30-104-56.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0234.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0134114583333-89_259-291&443_497&508-497&508_302&507_291&448_495&443-0_0_3_25_26_27_30_30-104-56.txt	1	33.112542	1.403917	0	0-5
235	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0134364149306-90_268-241&464_444&530-444&528_241&530_243&464_443&464-0_0_3_26_31_31_33_33-125-80.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0134364149306-90_268-241&464_444&530-444&528_241&530_243&464_443&464-0_0_3_26_31_31_33_33-125-80.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0235.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0134364149306-90_268-241&464_444&530-444&528_241&530_243&464_443&464-0_0_3_26_31_31_33_33-125-80.txt	1	35.314391	0.564753	0	0-5
236	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\0141927083333-90_263-238&499_456&564-456&563_244&564_238&502_454&499-0_0_3_24_32_32_32_24-98-16.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_0141927083333-90_263-238&499_456&564-456&563_244&564_238&502_454&499-0_0_3_24_32_32_32_24-98-16.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0236.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_0141927083333-90_263-238&499_456&564-456&563_244&564_238&502_454&499-0_0_3_24_32_32_32_24-98-16.txt	1	34.366513	0.795968	0	0-5
237	1	green	1	green	ccpd2020	ccpd_green	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CCPD2020\ccpd_green\train\01421875-91_90-195&513_403&582-403&582_202&574_195&513_403&519-0_0_3_24_27_32_31_31-77-42.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\ccpd2020_ccpd_green_01421875-91_90-195&513_403&582-403&582_202&574_195&513_403&519-0_0_3_24_27_32_31_31-77-42.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0237.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\ccpd2020_ccpd_green_01421875-91_90-195&513_403&582-403&582_202&574_195&513_403&519-0_0_3_24_27_32_31_31-77-42.txt	1	33.876581	1.652491	0	0-5
